title,content,date,source,id,keyword/weight
我国生物入侵之现状及对策,"近 2 0年来 ,外来入侵有害生物危害日益猖獗。对外来有害生物采取了一系列有效的防治措施 ,并取得了不同程度的效果 ,但有的防效并不理想。要有效地控制有害生物入侵对我国造成的损失 ,除了要建立、完善并自觉遵守各项国际和国内的法律法规 ,建立全面检疫的体系与机制外 ,还需要建立严格的科学监管体系 ,依靠科技投入减少生物入侵造成的损失 ,同时保护生物多样性 ,增加生态系统抵御能力 ,确保持续发展。此外 ,还需要大力提高公众生态认识 ,减少人为传入和扩散蔓延 ",2004/6/30,湖北植保,cnki163691,生物入侵|1.0
京津冀区域龙卷风灾害特征分析,"基于气象报表、中国气象灾害大典、气象灾情数据库以及档案馆地方志等历史资料,查阅1956—2016年京津冀区域的龙卷风个例,按照""增强藤田级别""龙卷风强度等级分类标准,采用专家评定法对龙卷风个例进行定级,并运用时间序列、趋势分析和空间分析方法,对龙卷风的时空分布、灾害特征进行了统计分析。主要结论如下:①1956—2016年,京津冀区域共确认龙卷风个例188个,空间分布上,龙卷风发生最多的区域有2个,一是张家口坝上4县:张北、尚义、沽源、康保,二是京津冀东部地区,特别是沧州、天津、唐山、秦皇岛沿海地区是龙卷风高发区;②时间分布上,1985—1993年龙卷风发生次数最多,90年代以后呈下降趋势;③龙卷风在夏季发生次数占总数的81.9%,龙卷风主要发生时段为11:00—20:00;④对有灾情记录的122个龙卷风个例,经专家评定,EF4和EF3级各1例,EF2级14例,EF1级52例,EF0级54例。 ",2019/2/15,气象科技,cnki20294,龙卷风|1.0
2011年宁波市食用紫贻贝引起的腹泻暴发疫情分析,"目的掌握宁波市2011年5月腹泻暴发疫情的流行特征,查明危险因素并控制疫情蔓延。方法描述此次疫情三间分布的流行特征,电话调查暴发期间报告的88例病例和88例对照,对调查结果采用病例对照研究的方法进行危险因素研究和剂量反应关系分析。结果宁波市2011年5月19～26日出现腹泻暴发疫情,报告病例主要分布在鄞州和海曙区,年龄以20～59岁为主,男女性别比为1.1:1,病例职业主要为农民和散居儿童;食用紫贻贝是引起此次疫情的危险因素（OR=11.33,95%CI:5.18～25.14）,发病随着暴露水平增强而增加（χ2=43.81,P＜0.01）。结论此次腹泻暴发疫情可能因食用含有贝类毒素的紫贻贝引起,应加强监测,阻止有毒贝类上市是防止此类事件再次发生的有效手段,减少赤潮发生是预防此类疾病的根本措施。 ",2012/9/28,热带医学杂志,cnki20295,"紫贻贝,赤潮|0.6666666666666666,0.3333333333333333"
长江源头出现四大生态问题,"＜正＞长江水利委员会组织的第三次长江源考察结果显示,长江源区自2000年至今,水土流失面积呈递增趋势,出现了冻土及冻土环境退化、植被退化、冻融侵蚀和土地荒漠化等四大生态环境问题。长江水利委员会利用历年遥感数据,结合现场考察,认为长江源区冰川面积总体处于退缩状态。2004年前缩小速度较 ",2012/1/14,人民长江,cnki20296,"荒漠化,水土流失,植被退化|0.3333333333333333,0.3333333333333333,0.3333333333333333"
"乌云散去,气温骤降,期待您用热血温暖龙城","＜正＞今年国庆假期,山西遭遇强降雨侵袭。强降雨导致多地出现内涝、地质灾害、洪水等灾情,山西省已启动地质灾害Ⅲ级应急响应。受到持续降雨和降温影响,太原市街头人数明显减少,街头献血屋内也略显冷清,希望大家可以在身体条件允许的情况下挽袖献血,捐献可以再生的血液,拯救不可重来的生命,做他人生命中的英雄! ",2021/10/15,人人健康,cnki20297,"地质灾害,强降雨,洪水,内涝|0.3333333333333333,0.3333333333333333,0.16666666666666666,0.16666666666666666"
基于时效差的山洪预警评定方法,"水文模型在山洪预警中得到了广泛应用,但由于传统的模型评定指标着重于从数理统计上判断模拟预报的精度,认为真值两侧的误差影响相同,易造成山洪虚警、漏警同概率出现。山洪灾害防治以人民生命安全为首要问题,山洪漏警带来的人员伤亡比虚警导致的经济损失更值得关注。因此,""优先减少漏警""应为山洪模拟的重要原则。在综合考虑立即转移预警时刻、准备转移预警时刻和成灾水位出现时刻对预警的影响后,提出了""山洪预警时效差""评定指标,对山洪预警中的水文模型进行评判。以官山河流域1975年以来的较大山洪为例,分别以""山洪预警时效差""以及洪峰流量相对误差、峰现时间绝对误差和纳什效率系数3个传统方法为评判指标,分别采用TOPMODEL模型、TVGM模型和新安江模型对各场次洪水进行模拟和山洪预警,然后对预警结果进行评定。结果表明,""山洪预警时效差""和传统指标的评定结果存在明显差异:通过传统的评定指标,认为TVGM模型最优;而山洪预警时效差指标却认为TOPMODEL模型最优。这是因为TVGM模型虽然准确度更高,但会造成更多的漏警,符合传统数理评定标准但不符合山洪预警要求。因此,依据""山洪预警时效差""对水文模型进行评定,可有效... ",2021/2/18,工程科学与技术,cnki20299,"洪水,山洪|0.06666666666666667,0.9333333333333333"
科尔沁沙地沙漠化过程中土壤有机碳含量变化特征及影响因素,科尔沁沙地是中国半干旱地区沙漠化发展的典型地区和沙漠化防治的重点区域。本研究以科尔沁沙地为研究区域，以沙漠化逆转不同阶段的沙地为研究对象，通过野外调查和室内分析，采用空间代替时间的方法，在区域尺度上探讨了土壤有机碳对沙漠化过程的响应规律，并结合气候、植被和地形因子阐释了该区域土壤有机碳空间变异的主导因素。结果表明：（1）土壤有机碳含量随沙漠化程度的加剧表现出疏林草地（未沙漠化）＞固定沙地（轻度沙漠化）＞半固定沙地（中度沙漠化）＞半流动沙地（重度沙漠化）＞流动沙地（极重度沙漠化）。（2）固定沙地、半固定沙地、半流动沙地和流动沙地土壤有机碳密度分别比疏林草地降低了29.1%、49.3%、62.9%和84.1%。（3）随着沙漠化的发展，土壤质地发生粗化现象，即中、细砂粒含量明显增加，而土壤细颗粒（极细砂和黏粉粒）含量明显下降。（4）科尔沁沙地沙漠化过程中，土壤黏粉粒的损失是土壤粗化、有机碳含量下降的主要原因，而pH的变化受沙漠化影响较小。（5）气候因子是导致SOC含量受经纬度影响的主要因素，而地形因子的影响次之。 ,2022/9/20,中国沙漠,cnki204,"干旱,沙漠化|0.07142857142857142,0.9285714285714286"
海啸,"＜正＞ 海啸是一种具有强大破坏力的海浪。当海底地壳发生断裂、移位、塌陷、山崩、火山爆发、大面积滑坡等活动时,都会伴随着海底地震的出现。地震的发生使震区的海洋水体出现振荡波。当振荡波接近大陆海岸时,与越来越浅的海底磨擦,使波速降低、波长缩短,而周期不变。由振荡波所卷起的海浪,在海岸一带其波高可达数十米（有时会超过百米）,并在岸边形成高大的""水墙""泼向陆地形成海啸。地球上90%以上的地震都与地壳的断裂变动有关,所以海底地壳断裂等一系列变动是引起地震的基本原因,而海底地震又是形成海啸的动力源。 ",2005/3/25,科学,cnki20400,"地震,海啸|0.625,0.375"
呼伦贝尔市秋季大风预报方程尝试,"从呼伦贝尔市的实际情况出发,结合本地的气候特点,利用天气分型,经过指标消空,再选取样本采用多级判别的数学模型建立各站的大风预报方程,方程简单,非常适用于各站日常业务。并且得出机选与经验因子结合是提高方程预报准确率的一种有效手段。 ",2007/12/28,内蒙古农业科技,cnki20401,大风|1.0
林业病虫害防治技术探析,"＜正＞林业建设不仅给我国带来了经济效益,而且在我国的生态建设中发挥了至关重要的作用。近年来,通过观察林业调查报告数据,发现我国病虫害种类在不断增多,病虫害对林业的危害程度呈上升趋势,极大的阻碍了我国林业项目的建设和发展,林业建设受到了社会人民的广泛关注。本文结合个人的多年实践工作经验,对当前林业病虫害工作中存在的主要问题进行深入分析并给出了具体对策。1当前林业病虫害工作中存在的主要问题 ",2015/11/25,农民致富之友,cnki20402,病虫害|1.0
绿洲化——荒漠化与西北干旱区可持续发展,"通过对西北地区历史文献和沉积纪录中绿洲化和荒漠化之间变化现象的分析,印证了该地区绿洲化——荒漠化的演变过程,认为其是人类在与自然长期相互作用中形成的必然后果;人类在利用自然的过程中趋于绿洲化、避免荒漠化的唯一道路是协调人地关系、加强区域地理建设,由此才能实现可持续发展目标。 ",2003/6/30,上海师范大学学报(自然科学版),cnki20404,荒漠化|1.0
林火对景观格局的影响及其应用,"运用林火生态和景观生态学理论,通过林火生态特性、生态过程及景观研究方法,阐述了林火对景观格局的影响;分析了林火与景观结构、功能、动态、格局和景观多样性的相互关系;简要概括了目前对林火与景观格局的研究和应用现状。 ",2003/9/30,森林防火,cnki20405,林火|1.0
芫荽遗传多样性RAPD分析,"以96份芫荽为试材,采用RAPD分析方法,研究了芫荽种质资源遗传多样性。结果表明:从300条随机引物中筛出23条扩增性强、清晰度高和稳定性好的引物,扩增出53条带,其中34条为多态性带,多态性比例64.2%。通过聚类分析,生成96份芫荽亲缘关系树状图,在遗传距离0.50处,试材划分为6类。RAPD分析揭示了芫荽的遗传背景并为其分类提供了依据。 ",2014/8/15,北方园艺,cnki25365,芫荽|1.0
近15年来呼伦贝尔沙地土地沙漠化发展及其驱动力,"基于2001—2015年MODIS NDVI遥感数据反演了呼伦贝尔沙地近15年来植被覆盖度和沙漠化土地的空间格局与变化.结果表明:2001年以来呼伦贝尔沙地土地沙漠化总体有所减弱,但年际变化显著.其中:2001—2007年沙漠化土地以扩张为主;2007—2013年随植被覆盖缓慢恢复,沙漠化逐渐逆转;2013—2015年沙漠化有所加剧.降水量年际变化是该区沙漠化逆转或加剧最重要的驱动力.在气候变化背景下,未来几十年内该区沙漠化具有正过程发展趋势. ",2017/6/15,北京师范大学学报(自然科学版),cnki25367,"沙漠化,气候变化|0.875,0.125"
国内首款海洋环境大数据系统上线,"＜正＞近日,由七〇五所联合国家海洋局共同开发的国内首套海洋环境大数据系统——""西西海洋""海洋环境预报及仪器共享平台,在山东省青岛市黄岛区举行手机客户端登录上线仪式,正式上线运行,备受海洋科技企业关注。""西西海洋""大数据系统包括近岸海水环境预报系统和海洋环境测试仪器共享及技术服务平台两大部分。近岸海水环境预报系统可以对海洋近岸海水环境和海水污染进行实时监控预报,满足公众对海洋健康产业的 ",2017/5/15,船舶标准化工程师,cnki25368,海水污染|1.0
临安暴雨气候特征及其与洪涝关系初探,"利用临安基本站1966—2014年的日降水资料,结合18个镇街30个区域自动站2009年6月到2014年5月5年降水资料,通过分析表明:1)夏季是临安暴雨、大暴雨发生主要时段。在过去49 a,临安暴雨日数呈增加趋势,临安暴雨日数增多存在突变现象,出现突变时间大约在1981—1983年。2)临安暴雨空间分布呈现西南多,中部和东部低丘河谷平原区偏少的分布。3)临安有两个暴雨中心,清凉峰镇大明山一带为春季暴雨、梅汛期暴雨和强对流暴雨中心,市岭为台风暴雨中心,主要是由特殊地形造成的。4)临安大暴雨过程容易引起洪涝灾害。 ",2015/12/15,浙江气象,cnki2537,"暴雨,台风,洪涝|0.8461538461538461,0.07692307692307693,0.07692307692307693"
